Assessment,Trial,Cycle,Location,Statistic,Value
GY,NRPN,1990,SidneyMT,Mean,2821
GY,NRPN,1990,SidneyMT,LSD(0.05),356
GY,NRPN,1990,SidneyMT,CV,8.9
GY,NRPN,1990,Moccasin,Replications,
GY,NRPN,1990,Moccasin,Mean,2582
GY,NRPN,1990,Moccasin,LSD(0.05),351
GY,NRPN,1990,Moccasin,CV,8.3
GY,NRPN,1990,Bozeman,Replications,
GY,NRPN,1990,Bozeman,Mean,4025
GY,NRPN,1990,Bozeman,LSD(0.05),763
GY,NRPN,1990,Bozeman,CV,13.4
GY,NRPN,1990,Aberdeen,Replications,
GY,NRPN,1990,Aberdeen,Mean,7909
GY,NRPN,1990,Aberdeen,LSD(0.05),2052
GY,NRPN,1990,Aberdeen,CV,12.6
GY,NRPN,1990,Preston,Replications,
GY,NRPN,1990,Preston,Mean,2222
GY,NRPN,1990,Preston,LSD(0.05),935
GY,NRPN,1990,Preston,CV,20.4
GY,NRPN,1990,Lind,Replications,
GY,NRPN,1990,Lind,Mean,1988
GY,NRPN,1990,Lind,LSD(0.05),461
GY,NRPN,1990,Lind,CV,14.1
GY,SRPN,1991.0,Lincoln,Replications,
GY,SRPN,1991.0,Lincoln,Mean,2054
GY,SRPN,1991.0,Lincoln,LSD(0.05),685
GY,SRPN,1991.0,Lincoln,CV,20.5
GY,SRPN,1991.0,Clay Center,Replications,
GY,SRPN,1991.0,Clay Center,Mean,2026
GY,SRPN,1991.0,Clay Center,LSD(0.05),614
GY,SRPN,1991.0,Clay Center,CV,18.7
GY,SRPN,1991.0,North Platte,Replications,
GY,SRPN,1991.0,North Platte,Mean,723
GY,SRPN,1991.0,North Platte,LSD(0.05),480
GY,SRPN,1991.0,North Platte,CV,40.9
GY,SRPN,1991.0,Sidney,Replications,
GY,SRPN,1991.0,Sidney,Mean,2732
GY,SRPN,1991.0,Sidney,LSD(0.05),724
GY,SRPN,1991.0,Sidney,CV,16.3
GY,SRPN,1991.0,Hutchinson,Replications,
GY,SRPN,1991.0,Hutchinson,Mean,2479
GY,SRPN,1991.0,Hutchinson,LSD(0.05),578
GY,SRPN,1991.0,Hutchinson,CV,14.4
GY,SRPN,1991.0,Hays,Replications,
GY,SRPN,1991.0,Hays,Mean,2574
GY,SRPN,1991.0,Hays,LSD(0.05),276
GY,SRPN,1991.0,Hays,CV,6.6
GY,SRPN,1991.0,Manhattan,Replications,
GY,SRPN,1991.0,Manhattan,Mean,2941
GY,SRPN,1991.0,Manhattan,LSD(0.05),483
GY,SRPN,1991.0,Manhattan,CV,10.1
GY,SRPN,1991.0,Colby,Replications,
GY,SRPN,1991.0,Colby,Mean,4055
GY,SRPN,1991.0,Colby,LSD(0.05),292
GY,SRPN,1991.0,Colby,CV,4.4
GY,SRPN,1991.0,Garden City,Replications,
GY,SRPN,1991.0,Garden City,Mean,4048
GY,SRPN,1991.0,Garden City,LSD(0.05),492
GY,SRPN,1991.0,Garden City,CV,7.5
GY,SRPN,1991.0,Brookings,Replications,
GY,SRPN,1991.0,Brookings,Mean,3328
GY,SRPN,1991.0,Brookings,LSD(0.05),598
GY,SRPN,1991.0,Brookings,CV,11.1
GY,SRPN,1991.0,Crawfordsville,Replications,
GY,SRPN,1991.0,Crawfordsville,Mean,2797
GY,SRPN,1991.0,Crawfordsville,LSD(0.05),NA
GY,SRPN,1991.0,Crawfordsville,CV,NA
GY,SRPN,1991.0,Clovis (Irr),Replications,
GY,SRPN,1991.0,Clovis (Irr),Mean,4575
GY,SRPN,1991.0,Clovis (Irr),LSD(0.05),1573
GY,SRPN,1991.0,Clovis (Irr),CV,21.2
GY,SRPN,1991.0,Clovis (Dry),Replications,
GY,SRPN,1991.0,Clovis (Dry),Mean,111
GY,SRPN,1991.0,Clovis (Dry),LSD(0.05),70
GY,SRPN,1991.0,Clovis (Dry),CV,38.6
GY,SRPN,1991.0,Farmington,Replications,
GY,SRPN,1991.0,Farmington,Mean,5184
GY,SRPN,1991.0,Farmington,LSD(0.05),1153
GY,SRPN,1991.0,Farmington,CV,15.9
GY,SRPN,1991.0,Stillwater,Replications,
GY,SRPN,1991.0,Stillwater,Mean,2735
GY,SRPN,1991.0,Stillwater,LSD(0.05),599
GY,SRPN,1991.0,Stillwater,CV,13.5
GY,SRPN,1991.0,Lahoma,Replications,
GY,SRPN,1991.0,Lahoma,Mean,2379
GY,SRPN,1991.0,Lahoma,LSD(0.05),312
GY,SRPN,1991.0,Lahoma,CV,8.1
GY,SRPN,1991.0,Goodwell,Replications,
GY,SRPN,1991.0,Goodwell,Mean,5507
GY,SRPN,1991.0,Goodwell,LSD(0.05),650
GY,SRPN,1991.0,Goodwell,CV,7.3
GY,SRPN,1991.0,Fort Collins,Replications,
GY,SRPN,1991.0,Fort Collins,Mean,6097
GY,SRPN,1991.0,Fort Collins,LSD(0.05),1481
GY,SRPN,1991.0,Fort Collins,CV,15.0
GY,SRPN,1991.0,Akron,Replications,
GY,SRPN,1991.0,Akron,Mean,4680
GY,SRPN,1991.0,Akron,LSD(0.05),581
GY,SRPN,1991.0,Akron,CV,7.6
GY,SRPN,1991.0,Julesburg,Replications,
GY,SRPN,1991.0,Julesburg,Mean,3105
GY,SRPN,1991.0,Julesburg,LSD(0.05),558
GY,SRPN,1991.0,Julesburg,CV,11.1
GY,SRPN,1991.0,Walsh,Replications,
GY,SRPN,1991.0,Walsh,Mean,3526
GY,SRPN,1991.0,Walsh,LSD(0.05),551
GY,SRPN,1991.0,Walsh,CV,9.6
GY,SRPN,1991.0,Aberdeen,Replications,
GY,SRPN,1991.0,Aberdeen,Mean,9489
GY,SRPN,1991.0,Aberdeen,LSD(0.05),2588
GY,SRPN,1991.0,Aberdeen,CV,13.5
GY,SRPN,1991.0,Preston,Replications,
GY,SRPN,1991.0,Preston,Mean,2148
GY,SRPN,1991.0,Preston,LSD(0.05),549
GY,SRPN,1991.0,Preston,CV,12.6
GY,SRPN,1991.0,Dallas,Replications,
GY,SRPN,1991.0,Dallas,Mean,2097
GY,SRPN,1991.0,Dallas,LSD(0.05),552
GY,SRPN,1991.0,Dallas,CV,16.5
GY,SRPN,1991.0,Prosper,Replications,
GY,SRPN,1991.0,Prosper,Mean,2750
GY,SRPN,1991.0,Prosper,LSD(0.05),501
GY,SRPN,1991.0,Prosper,CV,11.2
GY,SRPN,1991.0,Chillicothe,Replications,
GY,SRPN,1991.0,Chillicothe,Mean,3099
GY,SRPN,1991.0,Chillicothe,LSD(0.05),413
GY,SRPN,1991.0,Chillicothe,CV,8.2
GY,SRPN,1991.0,Bushland (Irr),Replications,
GY,SRPN,1991.0,Bushland (Irr),Mean,6455
GY,SRPN,1991.0,Bushland (Irr),LSD(0.05),701
GY,SRPN,1991.0,Bushland (Irr),CV,6.7
GY,SRPN,1991.0,Bushland (Dry),Replications,
GY,SRPN,1991.0,Bushland (Dry),Mean,2489
GY,SRPN,1991.0,Bushland (Dry),LSD(0.05),620
GY,SRPN,1991.0,Bushland (Dry),CV,15.3
GY,SRPN,1991.0,Columbia,Replications,
GY,SRPN,1991.0,Columbia,Mean,2096
GY,SRPN,1991.0,Columbia,LSD(0.05),702
GY,SRPN,1991.0,Columbia,CV,20.6
GY,NRPN,1991,Lincoln,Replications,
GY,NRPN,1991,Lincoln,Mean,1525
GY,NRPN,1991,Lincoln,LSD(0.05),495
GY,NRPN,1991,Lincoln,CV,19.8
GY,NRPN,1991,North Platte,Replications,
GY,NRPN,1991,North Platte,Mean,1274
GY,NRPN,1991,North Platte,LSD(0.05),396
GY,NRPN,1991,North Platte,CV,19.0
GY,NRPN,1991,Sidney,Replications,
GY,NRPN,1991,Sidney,Mean,3459
GY,NRPN,1991,Sidney,LSD(0.05),491
GY,NRPN,1991,Sidney,CV,8.7
GY,NRPN,1991,Archer,Replications,
GY,NRPN,1991,Archer,Mean,1754
GY,NRPN,1991,Archer,LSD(0.05),457
GY,NRPN,1991,Archer,CV,15.9
GY,NRPN,1991,Brookings,Replications,
GY,NRPN,1991,Brookings,Mean,3387
GY,NRPN,1991,Brookings,LSD(0.05),500
GY,NRPN,1991,Brookings,CV,9.0
GY,NRPN,1991,Pierre,Replications,
GY,NRPN,1991,Pierre,Mean,3246
GY,NRPN,1991,Pierre,LSD(0.05),992
GY,NRPN,1991,Pierre,CV,18.7
GY,NRPN,1991,Waseca,Replications,
GY,NRPN,1991,Waseca,Mean,2625
GY,NRPN,1991,Waseca,LSD(0.05),372
GY,NRPN,1991,Waseca,CV,8.6
GY,NRPN,1991,Rosemount,Replications,
GY,NRPN,1991,Rosemount,Mean,2300
GY,NRPN,1991,Rosemount,LSD(0.05),565
GY,NRPN,1991,Rosemount,CV,15.0
GY,NRPN,1991,Williston,Replications,
GY,NRPN,1991,Williston,Mean,2150
GY,NRPN,1991,Williston,LSD(0.05),292
GY,NRPN,1991,Williston,CV,9.6
GY,NRPN,1991,Casselton,Replications,
GY,NRPN,1991,Casselton,Mean,4247
GY,NRPN,1991,Casselton,LSD(0.05),396
GY,NRPN,1991,Casselton,CV,5.7
GY,NRPN,1991,Carrington,Replications,
GY,NRPN,1991,Carrington,Mean,2577
GY,NRPN,1991,Carrington,LSD(0.05),880
GY,NRPN,1991,Carrington,CV,20.8
GY,NRPN,1991,SidneyMT,Replications,
GY,NRPN,1991,SidneyMT,Mean,1905
GY,NRPN,1991,SidneyMT,LSD(0.05),789
GY,NRPN,1991,SidneyMT,CV,29.3
GY,NRPN,1991,Bozeman,Replications,
GY,NRPN,1991,Bozeman,Mean,4678
GY,NRPN,1991,Bozeman,LSD(0.05),1071
GY,NRPN,1991,Bozeman,CV,16.2
GY,NRPN,1991,Aberdeen,Replications,
GY,NRPN,1991,Aberdeen,Mean,7690
GY,NRPN,1991,Aberdeen,LSD(0.05),2005
GY,NRPN,1991,Aberdeen,CV,12.7
GY,NRPN,1991,Preston,Replications,
GY,NRPN,1991,Preston,Mean,2179
GY,NRPN,1991,Preston,LSD(0.05),NA
GY,NRPN,1991,Preston,CV,23.8
GY,SRPN,1992.0,Prosper,Replications,
GY,SRPN,1992.0,Prosper,Mean,3439
GY,SRPN,1992.0,Prosper,LSD(0.05),776
GY,SRPN,1992.0,Prosper,CV,13.9
GY,SRPN,1992.0,Chillicothe,Replications,
GY,SRPN,1992.0,Chillicothe,Mean,3728
GY,SRPN,1992.0,Chillicothe,LSD(0.05),536
GY,SRPN,1992.0,Chillicothe,CV,8.9
GY,SRPN,1992.0,Bushland (Irr),Replications,
GY,SRPN,1992.0,Bushland (Irr),Mean,5433
GY,SRPN,1992.0,Bushland (Irr),LSD(0.05),811
GY,SRPN,1992.0,Bushland (Irr),CV,9.2
GY,SRPN,1992.0,Bushland (Dry),Replications,
GY,SRPN,1992.0,Bushland (Dry),Mean,2991
GY,SRPN,1992.0,Bushland (Dry),LSD(0.05),650
GY,SRPN,1992.0,Bushland (Dry),CV,13.4
GY,SRPN,1992.0,Lincoln,Replications,
GY,SRPN,1992.0,Lincoln,Mean,3641
GY,SRPN,1992.0,Lincoln,LSD(0.05),995
GY,SRPN,1992.0,Lincoln,CV,16.8
GY,SRPN,1992.0,North Platte,Replications,
GY,SRPN,1992.0,North Platte,Mean,4314
GY,SRPN,1992.0,North Platte,LSD(0.05),1126
GY,SRPN,1992.0,North Platte,CV,16.1
GY,SRPN,1992.0,Hemingford,Replications,
GY,SRPN,1992.0,Hemingford,Mean,2958
GY,SRPN,1992.0,Hemingford,LSD(0.05),556
GY,SRPN,1992.0,Hemingford,CV,11.6
GY,SRPN,1992.0,Clovis (Irr),Replications,
GY,SRPN,1992.0,Clovis (Irr),Mean,5631
GY,SRPN,1992.0,Clovis (Irr),LSD(0.05),1667
GY,SRPN,1992.0,Clovis (Irr),CV,18.2
GY,SRPN,1992.0,Clovis (Dry),Replications,
GY,SRPN,1992.0,Clovis (Dry),Mean,3356
GY,SRPN,1992.0,Clovis (Dry),LSD(0.05),1315
GY,SRPN,1992.0,Clovis (Dry),CV,24.1
GY,SRPN,1992.0,Farmington,Replications,
GY,SRPN,1992.0,Farmington,Mean,4222
GY,SRPN,1992.0,Farmington,LSD(0.05),1076
GY,SRPN,1992.0,Farmington,CV,18.2
GY,SRPN,1992.0,Fort Collins,Replications,
GY,SRPN,1992.0,Fort Collins,Mean,9724
GY,SRPN,1992.0,Fort Collins,LSD(0.05),1924
GY,SRPN,1992.0,Fort Collins,CV,12.2
GY,SRPN,1992.0,Akron,Replications,
GY,SRPN,1992.0,Akron,Mean,1698
GY,SRPN,1992.0,Akron,LSD(0.05),525
GY,SRPN,1992.0,Akron,CV,19.0
GY,SRPN,1992.0,Julesburg,Replications,
GY,SRPN,1992.0,Julesburg,Mean,1972
GY,SRPN,1992.0,Julesburg,LSD(0.05),502
GY,SRPN,1992.0,Julesburg,CV,15.7
GY,SRPN,1992.0,Walsh,Replications,
GY,SRPN,1992.0,Walsh,Mean,1381
GY,SRPN,1992.0,Walsh,LSD(0.05),293
GY,SRPN,1992.0,Walsh,CV,13.1
GY,SRPN,1992.0,Burlington,Replications,
GY,SRPN,1992.0,Burlington,Mean,1736
GY,SRPN,1992.0,Burlington,LSD(0.05),549
GY,SRPN,1992.0,Burlington,CV,19.5
GY,SRPN,1992.0,Aberdeen,Replications,
GY,SRPN,1992.0,Aberdeen,Mean,7640
GY,SRPN,1992.0,Aberdeen,LSD(0.05),2283
GY,SRPN,1992.0,Aberdeen,CV,14.8
GY,SRPN,1992.0,Lind,Replications,
GY,SRPN,1992.0,Lind,Mean,1204
GY,SRPN,1992.0,Lind,LSD(0.05),359
GY,SRPN,1992.0,Lind,CV,18.4
GY,SRPN,1992.0,Hutchinson,Replications,
GY,SRPN,1992.0,Hutchinson,Mean,1709
GY,SRPN,1992.0,Hutchinson,LSD(0.05),440
GY,SRPN,1992.0,Hutchinson,CV,15.9
GY,SRPN,1992.0,Hays,Replications,
GY,SRPN,1992.0,Hays,Mean,3436
GY,SRPN,1992.0,Hays,LSD(0.05),475
GY,SRPN,1992.0,Hays,CV,8.5
GY,SRPN,1992.0,Manhattan,Replications,
GY,SRPN,1992.0,Manhattan,Mean,2288
GY,SRPN,1992.0,Manhattan,LSD(0.05),778
GY,SRPN,1992.0,Manhattan,CV,20.9
GY,SRPN,1992.0,Colby,Replications,
GY,SRPN,1992.0,Colby,Mean,1625
GY,SRPN,1992.0,Colby,LSD(0.05),388
GY,SRPN,1992.0,Colby,CV,14.7
GY,SRPN,1992.0,Garden City,Replications,
GY,SRPN,1992.0,Garden City,Mean,2089
GY,SRPN,1992.0,Garden City,LSD(0.05),375
GY,SRPN,1992.0,Garden City,CV,11.1
GY,SRPN,1992.0,Columbia,Replications,
GY,SRPN,1992.0,Columbia,Mean,3381
GY,SRPN,1992.0,Columbia,LSD(0.05),409
GY,SRPN,1992.0,Columbia,CV,7.4
GY,SRPN,1992.0,Stillwater,Replications,
GY,SRPN,1992.0,Stillwater,Mean,1945
GY,SRPN,1992.0,Stillwater,LSD(0.05),322
GY,SRPN,1992.0,Stillwater,CV,10.2
GY,SRPN,1992.0,Altus,Replications,
GY,SRPN,1992.0,Altus,Mean,1861
GY,SRPN,1992.0,Altus,LSD(0.05),280
GY,SRPN,1992.0,Altus,CV,9.2
GY,SRPN,1992.0,Lahoma,Replications,
GY,SRPN,1992.0,Lahoma,Mean,2567
GY,SRPN,1992.0,Lahoma,LSD(0.05),556
GY,SRPN,1992.0,Lahoma,CV,13.3
GY,SRPN,1992.0,Goodwell,Replications,
GY,SRPN,1992.0,Goodwell,Mean,6408
GY,SRPN,1992.0,Goodwell,LSD(0.05),827
GY,SRPN,1992.0,Goodwell,CV,7.9
GY,NRPN,1992.0,Lincoln,Replications,
GY,NRPN,1992.0,Lincoln,Mean,3555
GY,NRPN,1992.0,Lincoln,LSD(0.05),719
GY,NRPN,1992.0,Lincoln,CV,12.4
GY,NRPN,1992.0,North Platte,Replications,
GY,NRPN,1992.0,North Platte,Mean,3334
GY,NRPN,1992.0,North Platte,LSD(0.05),1073
GY,NRPN,1992.0,North Platte,CV,19.7
GY,NRPN,1992.0,Hemingford,Replications,
GY,NRPN,1992.0,Hemingford,Mean,3812
GY,NRPN,1992.0,Hemingford,LSD(0.05),582
GY,NRPN,1992.0,Hemingford,CV,9.3
GY,NRPN,1992.0,SidneyMT,Replications,
GY,NRPN,1992.0,SidneyMT,Mean,5852
GY,NRPN,1992.0,SidneyMT,LSD(0.05),985
GY,NRPN,1992.0,SidneyMT,CV,12.0
GY,NRPN,1992.0,Moccasin,Replications,
GY,NRPN,1992.0,Moccasin,Mean,1228
GY,NRPN,1992.0,Moccasin,LSD(0.05),479
GY,NRPN,1992.0,Moccasin,CV,23.9
GY,NRPN,1992.0,Bozeman,Replications,
GY,NRPN,1992.0,Bozeman,Mean,6372
GY,NRPN,1992.0,Bozeman,LSD(0.05),742
GY,NRPN,1992.0,Bozeman,CV,8.3
GY,NRPN,1992.0,Williston,Replications,
GY,NRPN,1992.0,Williston,Mean,2880
GY,NRPN,1992.0,Williston,LSD(0.05),499
GY,NRPN,1992.0,Williston,CV,12.3
GY,NRPN,1992.0,Casselton,Replications,
GY,NRPN,1992.0,Casselton,Mean,2765
GY,NRPN,1992.0,Casselton,LSD(0.05),949
GY,NRPN,1992.0,Casselton,CV,16.8
GY,NRPN,1992.0,Carrington,Replications,
GY,NRPN,1992.0,Carrington,Mean,1513
GY,NRPN,1992.0,Carrington,LSD(0.05),906
GY,NRPN,1992.0,Carrington,CV,36.7
GY,NRPN,1992.0,Sheridan,Replications,
GY,NRPN,1992.0,Sheridan,Mean,1548
GY,NRPN,1992.0,Sheridan,LSD(0.05),573
GY,NRPN,1992.0,Sheridan,CV,22.7
GY,NRPN,1992.0,Archer,Replications,
GY,NRPN,1992.0,Archer,Mean,878
GY,NRPN,1992.0,Archer,LSD(0.05),NA
GY,NRPN,1992.0,Archer,CV,36.7
GY,NRPN,1992.0,Pierre,Replications,
GY,NRPN,1992.0,Pierre,Mean,1779
GY,NRPN,1992.0,Pierre,LSD(0.05),979
GY,NRPN,1992.0,Pierre,CV,33.7
GY,NRPN,1992.0,Winner,Replications,
GY,NRPN,1992.0,Winner,Mean,3603
GY,NRPN,1992.0,Winner,LSD(0.05),1139
GY,NRPN,1992.0,Winner,CV,19.4
GY,NRPN,1992.0,Waseca,Replications,
GY,NRPN,1992.0,Waseca,Mean,3684
GY,NRPN,1992.0,Waseca,LSD(0.05),NA
GY,NRPN,1992.0,Waseca,CV,33.6
GY,NRPN,1992.0,Rosemount,Replications,
GY,NRPN,1992.0,Rosemount,Mean,4147
GY,NRPN,1992.0,Rosemount,LSD(0.05),658
GY,NRPN,1992.0,Rosemount,CV,9.7
GY,NRPN,1992.0,Aberdeen,Replications,
GY,NRPN,1992.0,Aberdeen,Mean,5594
GY,NRPN,1992.0,Aberdeen,LSD(0.05),1883
GY,NRPN,1992.0,Aberdeen,CV,16.5
GY,NRPN,1992.0,Lind,Replications,
GY,NRPN,1992.0,Lind,Mean,1219
GY,NRPN,1992.0,Lind,LSD(0.05),272
GY,NRPN,1992.0,Lind,CV,13.7
GY,SRPN,1993.0,Prosper,Replications,
GY,SRPN,1993.0,Prosper,Mean,4174
GY,SRPN,1993.0,Prosper,LSD(0.05),535
GY,SRPN,1993.0,Prosper,CV,7.0
GY,SRPN,1993.0,Chillicothe,Replications,
GY,SRPN,1993.0,Chillicothe,Mean,4674
GY,SRPN,1993.0,Chillicothe,LSD(0.05),304
GY,SRPN,1993.0,Chillicothe,CV,4.0
GY,SRPN,1993.0,Bushland (Irr),Replications,
GY,SRPN,1993.0,Bushland (Irr),Mean,6948
GY,SRPN,1993.0,Bushland (Irr),LSD(0.05),667
GY,SRPN,1993.0,Bushland (Irr),CV,5.9
GY,SRPN,1993.0,Stillwater,Replications,
GY,SRPN,1993.0,Stillwater,Mean,2830
GY,SRPN,1993.0,Stillwater,LSD(0.05),547
GY,SRPN,1993.0,Stillwater,CV,11.0
GY,SRPN,1993.0,Lahoma,Replications,
GY,SRPN,1993.0,Lahoma,Mean,2218
GY,SRPN,1993.0,Lahoma,LSD(0.05),288
GY,SRPN,1993.0,Lahoma,CV,7.0
GY,SRPN,1993.0,Goodwell,Replications,
GY,SRPN,1993.0,Goodwell,Mean,5861
GY,SRPN,1993.0,Goodwell,LSD(0.05),878
GY,SRPN,1993.0,Goodwell,CV,7.1
GY,SRPN,1993.0,Clovis (Irr),Replications,
GY,SRPN,1993.0,Clovis (Irr),Mean,5264
GY,SRPN,1993.0,Clovis (Irr),LSD(0.05),1105
GY,SRPN,1993.0,Clovis (Irr),CV,12.0
GY,SRPN,1993.0,Clovis (Dry),Replications,
GY,SRPN,1993.0,Clovis (Dry),Mean,765
GY,SRPN,1993.0,Clovis (Dry),LSD(0.05),578
GY,SRPN,1993.0,Clovis (Dry),CV,48.5
GY,SRPN,1993.0,Farmington,Replications,
GY,SRPN,1993.0,Farmington,Mean,5878
GY,SRPN,1993.0,Farmington,LSD(0.05),1458
GY,SRPN,1993.0,Farmington,CV,17.7
GY,SRPN,1993.0,North Platte,Replications,
GY,SRPN,1993.0,North Platte,Mean,3762
GY,SRPN,1993.0,North Platte,LSD(0.05),655
GY,SRPN,1993.0,North Platte,CV,10.7
GY,SRPN,1993.0,Hemingford,Replications,
GY,SRPN,1993.0,Hemingford,Mean,4485
GY,SRPN,1993.0,Hemingford,LSD(0.05),841
GY,SRPN,1993.0,Hemingford,CV,8.8
GY,SRPN,1993.0,Pierre,Replications,
GY,SRPN,1993.0,Pierre,Mean,5916
GY,SRPN,1993.0,Pierre,LSD(0.05),878
GY,SRPN,1993.0,Pierre,CV,9.1
GY,SRPN,1993.0,Winner,Replications,
GY,SRPN,1993.0,Winner,Mean,4087
GY,SRPN,1993.0,Winner,LSD(0.05),NA
GY,SRPN,1993.0,Winner,CV,14.8
GY,SRPN,1993.0,Brookings,Replications,
GY,SRPN,1993.0,Brookings,Mean,2213
GY,SRPN,1993.0,Brookings,LSD(0.05),710
GY,SRPN,1993.0,Brookings,CV,19.7
GY,SRPN,1993.0,Hutchinson,Replications,
GY,SRPN,1993.0,Hutchinson,Mean,2306
GY,SRPN,1993.0,Hutchinson,LSD(0.05),513
GY,SRPN,1993.0,Hutchinson,CV,13.7
GY,SRPN,1993.0,Hays,Replications,
GY,SRPN,1993.0,Hays,Mean,3422
GY,SRPN,1993.0,Hays,LSD(0.05),485
GY,SRPN,1993.0,Hays,CV,8.7
GY,SRPN,1993.0,Colby,Replications,
GY,SRPN,1993.0,Colby,Mean,1969
GY,SRPN,1993.0,Colby,LSD(0.05),3411
GY,SRPN,1993.0,Colby,CV,10.8
GY,SRPN,1993.0,Garden City,Replications,
GY,SRPN,1993.0,Garden City,Mean,3943
GY,SRPN,1993.0,Garden City,LSD(0.05),5411
GY,SRPN,1993.0,Garden City,CV,8.5
GY,SRPN,1993.0,Columbia,Replications,
GY,SRPN,1993.0,Columbia,Mean,2519
GY,SRPN,1993.0,Columbia,LSD(0.05),528
GY,SRPN,1993.0,Columbia,CV,12.0
GY,SRPN,1993.0,Fort Collins,Replications,
GY,SRPN,1993.0,Fort Collins,Mean,6070
GY,SRPN,1993.0,Fort Collins,LSD(0.05),1197
GY,SRPN,1993.0,Fort Collins,CV,12.1
GY,SRPN,1993.0,Akron,Replications,
GY,SRPN,1993.0,Akron,Mean,4381
GY,SRPN,1993.0,Akron,LSD(0.05),822
GY,SRPN,1993.0,Akron,CV,8.7
GY,SRPN,1993.0,Julesburg,Replications,
GY,SRPN,1993.0,Julesburg,Mean,3707
GY,SRPN,1993.0,Julesburg,LSD(0.05),518
GY,SRPN,1993.0,Julesburg,CV,8.6
GY,SRPN,1993.0,Burlington,Replications,
GY,SRPN,1993.0,Burlington,Mean,4503
GY,SRPN,1993.0,Burlington,LSD(0.05),686
GY,SRPN,1993.0,Burlington,CV,9.2
GY,SRPN,1993.0,Aberdeen,Replications,
GY,SRPN,1993.0,Aberdeen,Mean,8877
GY,SRPN,1993.0,Aberdeen,LSD(0.05),1916
GY,SRPN,1993.0,Aberdeen,CV,10.7
GY,NRPN,1993.0,Brookings,Replications,
GY,NRPN,1993.0,Brookings,Mean,2146
GY,NRPN,1993.0,Brookings,LSD(0.05),873
GY,NRPN,1993.0,Brookings,CV,24.9
GY,NRPN,1993.0,Pierre,Replications,
GY,NRPN,1993.0,Pierre,Mean,4551
GY,NRPN,1993.0,Pierre,LSD(0.05),828
GY,NRPN,1993.0,Pierre,CV,11.1
GY,NRPN,1993.0,Winner,Replications,
GY,NRPN,1993.0,Winner,Mean,3850
GY,NRPN,1993.0,Winner,LSD(0.05),516
GY,NRPN,1993.0,Winner,CV,8.2
GY,NRPN,1993.0,North Platte,Replications,
GY,NRPN,1993.0,North Platte,Mean,3201
GY,NRPN,1993.0,North Platte,LSD(0.05),601
GY,NRPN,1993.0,North Platte,CV,11.5
GY,NRPN,1993.0,Hemingford,Replications,
GY,NRPN,1993.0,Hemingford,Mean,4160
GY,NRPN,1993.0,Hemingford,LSD(0.05),489
GY,NRPN,1993.0,Hemingford,CV,7.2
GY,NRPN,1993.0,Sheridan,Replications,
GY,NRPN,1993.0,Sheridan,Mean,1954
GY,NRPN,1993.0,Sheridan,LSD(0.05),649
GY,NRPN,1993.0,Sheridan,CV,20.4
GY,NRPN,1993.0,Archer,Replications,
GY,NRPN,1993.0,Archer,Mean,3702
GY,NRPN,1993.0,Archer,LSD(0.05),854
GY,NRPN,1993.0,Archer,CV,14.1
GY,NRPN,1993.0,Waseca,Replications,
GY,NRPN,1993.0,Waseca,Mean,1080
GY,NRPN,1993.0,Waseca,LSD(0.05),494
GY,NRPN,1993.0,Waseca,CV,28.0
GY,NRPN,1993.0,Rosemount,Replications,
GY,NRPN,1993.0,Rosemount,Mean,2360
GY,NRPN,1993.0,Rosemount,LSD(0.05),718
GY,NRPN,1993.0,Rosemount,CV,18.6
GY,NRPN,1993.0,Williston,Replications,
GY,NRPN,1993.0,Williston,Mean,3429
GY,NRPN,1993.0,Williston,LSD(0.05),430
GY,NRPN,1993.0,Williston,CV,9.0
GY,NRPN,1993.0,Casselton,Replications,
GY,NRPN,1993.0,Casselton,Mean,4055
GY,NRPN,1993.0,Casselton,LSD(0.05),606
GY,NRPN,1993.0,Casselton,CV,9.1
GY,NRPN,1993.0,Sidney,Replications,
GY,NRPN,1993.0,Sidney,Mean,2635
GY,NRPN,1993.0,Sidney,LSD(0.05),782
GY,NRPN,1993.0,Sidney,CV,21.2
GY,NRPN,1993.0,Moccasin,Replications,
GY,NRPN,1993.0,Moccasin,Mean,4091
GY,NRPN,1993.0,Moccasin,LSD(0.05),898
GY,NRPN,1993.0,Moccasin,CV,13.5
GY,NRPN,1993.0,Bozeman,Replications,
GY,NRPN,1993.0,Bozeman,Mean,2036
GY,NRPN,1993.0,Bozeman,LSD(0.05),932
GY,NRPN,1993.0,Bozeman,CV,28.0
GY,NRPN,1993.0,Aberdeen,Replications,
GY,NRPN,1993.0,Aberdeen,Mean,7388
GY,NRPN,1993.0,Aberdeen,LSD(0.05),1988
GY,NRPN,1993.0,Aberdeen,CV,13.2
GY,NRPN,1993.0,Lethbridge,Replications,
GY,NRPN,1993.0,Lethbridge,Mean,5619
GY,NRPN,1993.0,Lethbridge,LSD(0.05),705
GY,NRPN,1993.0,Lethbridge,CV,8.9
GY,SRPN,1994.0,Clovis (Irr),Replications,
GY,SRPN,1994.0,Clovis (Irr),Mean,3853
GY,SRPN,1994.0,Clovis (Irr),LSD(0.05),1477
GY,SRPN,1994.0,Clovis (Irr),CV,23.6
GY,SRPN,1994.0,Clovis (Dry),Replications,
GY,SRPN,1994.0,Clovis (Dry),Mean,461
GY,SRPN,1994.0,Clovis (Dry),LSD(0.05),319
